species,decimalLatitude,decimalLongitude,eventDate,week,month,year,month.day,yearday,MonthName,source,family
Pachydiplax longipennis,31.3980963501,-81.2808272336,2019-06-14,24,6,2019,14,165,June,iNAT,Libellulidae
Libellula axilena,33.7781416667,-84.3891366667,2019-06-14,24,6,2019,14,165,June,iNAT,Libellulidae
Erythemis simplicicollis,30.6566928298,-83.2356781566,2019-06-14,24,6,2019,14,165,June,iNAT,Libellulidae
Ischnura posita,33.2097226553,-82.7823982019,2019-06-14,24,6,2019,14,165,June,iNAT,Coenagrionidae
Argia moesta,31.9590184025,-82.4816126947,2019-06-14,24,6,2019,14,165,June,iNAT,Coenagrionidae
Pachydiplax longipennis,33.7742716667,-84.3981333333,2019-06-14,24,6,2019,14,165,June,iNAT,Libellulidae
Celithemis verna,34.0608586333,-83.982923503,2019-06-14,24,6,2019,14,165,June,iNAT,Libellulidae
Libellula auripennis,34.0608219765,-83.9833173491,2019-06-14,24,6,2019,14,165,June,iNAT,Libellulidae
Plathemis lydia,33.7423178,-84.1593413,2019-06-14,24,6,2019,14,165,June,iNAT,Libellulidae
Erythemis simplicicollis,32.0774177882,-81.1334662224,2019-06-14,24,6,2019,14,165,June,iNAT,Libellulidae
Celithemis eponina,31.40026,-83.3599,2019-06-14,24,6,2019,14,165,June,iNAT,Libellulidae
Brachymesia gravida,31.40026,-83.3599,2019-06-14,24,6,2019,14,165,June,iNAT,Libellulidae
Perithemis tenera,33.7867983333,-84.3729366667,2019-06-13,24,6,2019,13,164,June,iNAT,Libellulidae
Libellula luctuosa,33.4970783333,-81.9974883333,2019-06-13,24,6,2019,13,164,June,iNAT,Libellulidae
Calopteryx maculata,33.8393244082,-84.2828393472,2019-06-13,24,6,2019,13,164,June,iNAT,Calopterygidae
Calopteryx maculata,34.542678833,-83.8431167603,2019-06-13,24,6,2019,13,164,June,iNAT,Calopterygidae
Plathemis lydia,33.7470309736,-84.6310097838,2019-06-13,24,6,2019,13,164,June,iNAT,Libellulidae
Calopteryx maculata,33.8517606731,-84.5712203532,2019-06-13,24,6,2019,13,164,June,iNAT,Calopterygidae
Enallagma exsulans,33.8525038279,-84.5719100162,2019-06-13,24,6,2019,13,164,June,iNAT,Coenagrionidae
Libellula vibrans,33.8530175449,-84.5717390254,2019-06-13,24,6,2019,13,164,June,iNAT,Libellulidae
Libellula incesta,33.8530793578,-84.5716072619,2019-06-13,24,6,2019,13,164,June,iNAT,Libellulidae
Tachopteryx thoreyi,34.5420448996,-84.0649376437,2019-06-13,24,6,2019,13,164,June,iNAT,Petaluridae
Calopteryx maculata,33.8529902581,-84.5715938509,2019-06-13,24,6,2019,13,164,June,iNAT,Calopterygidae
Plathemis lydia,33.8529696538,-84.5716263726,2019-06-13,24,6,2019,13,164,June,iNAT,Libellulidae
Libellula incesta,33.9729620363,-83.7309135125,2019-06-13,24,6,2019,13,164,June,iNAT,Libellulidae
Erythemis simplicicollis,33.7423178,-84.1593413,2019-06-13,24,6,2019,13,164,June,iNAT,Libellulidae
Pachydiplax longipennis,33.7423178,-84.1593413,2019-06-13,24,6,2019,13,164,June,iNAT,Libellulidae
Argia apicalis,33.9689780358,-83.7286903004,2019-06-13,24,6,2019,13,164,June,iNAT,Coenagrionidae
Dromogomphus spinosus,33.9745339973,-83.7311614919,2019-06-13,24,6,2019,13,164,June,iNAT,Gomphidae
Calopteryx maculata,34.88207726,-85.07744741,2019-06-12,24,6,2019,12,163,June,iNAT,Calopterygidae
Libellula vibrans,34.5664755,-84.7082685,2019-06-12,24,6,2019,12,163,June,iNAT,Libellulidae
Enallagma aspersum,34.5664755,-84.7082685,2019-06-12,24,6,2019,12,163,June,iNAT,Coenagrionidae
Perithemis tenera,33.6642932,-83.9282374562,2019-06-11,24,6,2019,11,162,June,iNAT,Libellulidae
Ischnura kellicotti,33.6642932,-83.9282374562,2019-06-11,24,6,2019,11,162,June,iNAT,Coenagrionidae
Libellula pulchella,33.12627884,-84.13816831,2019-06-11,24,6,2019,11,162,June,iNAT,Libellulidae
Erythemis simplicicollis,32.4998893738,-84.8772201538,2019-06-11,24,6,2019,11,162,June,iNAT,Libellulidae
Pachydiplax longipennis,32.84254,-83.6038269,2019-06-11,24,6,2019,11,162,June,iNAT,Libellulidae
Calopteryx maculata,32.84254,-83.6038269,2019-06-11,24,6,2019,11,162,June,iNAT,Calopterygidae
Ischnura kellicotti,33.6662692378,-83.928861445,2019-06-11,24,6,2019,11,162,June,iNAT,Coenagrionidae
Libellula luctuosa,33.7085799989,-84.8724747892,2019-06-11,24,6,2019,11,162,June,iNAT,Libellulidae
Perithemis tenera,32.84254,-83.6038269,2019-06-11,24,6,2019,11,162,June,iNAT,Libellulidae
Erpetogomphus designatus,32.84254,-83.6038269,2019-06-11,24,6,2019,11,162,June,iNAT,Gomphidae
Progomphus obscurus,33.6285699439,-83.9202117641,2019-06-11,24,6,2019,11,162,June,iNAT,Gomphidae
Erythemis simplicicollis,33.7091920665,-84.8724137271,2019-06-11,24,6,2019,11,162,June,iNAT,Libellulidae
Calopteryx maculata,33.5157822,-84.438396,2019-06-11,24,6,2019,11,162,June,iNAT,Calopterygidae
Plathemis lydia,32.84254,-83.6038269,2019-06-11,24,6,2019,11,162,June,iNAT,Libellulidae
Libellula luctuosa,32.84254,-83.6038269,2019-06-11,24,6,2019,11,162,June,iNAT,Libellulidae
Erythemis simplicicollis,32.84254,-83.6038269,2019-06-11,24,6,2019,11,162,June,iNAT,Libellulidae
Celithemis eponina,31.9430874482,-83.9206748784,2019-06-10,24,6,2019,10,161,June,iNAT,Libellulidae
Plathemis lydia,34.0859892254,-84.6067542342,2019-06-10,24,6,2019,10,161,June,iNAT,Libellulidae
Libellula vibrans,33.3891981214,-81.9610564783,2019-06-10,24,6,2019,10,161,June,iNAT,Libellulidae
Libellula vibrans,33.5157822,-84.438396,2019-06-10,24,6,2019,10,161,June,iNAT,Libellulidae
Epiaeschna heros,34.9104766846,-85.2662811279,2019-06-10,24,6,2019,10,161,June,iNAT,Aeshnidae
Erythemis simplicicollis,30.6891843611,-82.5556950099,2019-06-10,24,6,2019,10,161,June,iNAT,Libellulidae
Libellula axilena,33.37779,-82.4246,2019-06-08,23,6,2019,8,159,June,iNAT,Libellulidae
Brachymesia gravida,33.37779,-82.4246,2019-06-08,23,6,2019,8,159,June,iNAT,Libellulidae
Perithemis tenera,33.37779,-82.4246,2019-06-08,23,6,2019,8,159,June,iNAT,Libellulidae
Ischnura posita,33.4716341516,-84.305562973,2019-06-08,23,6,2019,8,159,June,iNAT,Coenagrionidae
Pachydiplax longipennis,33.4479558142,-82.5014861394,2019-06-07,23,6,2019,7,158,June,iNAT,Libellulidae
Calopteryx maculata,32.2422583333,-81.6296166667,2019-06-07,23,6,2019,7,158,June,iNAT,Calopterygidae
Perithemis tenera,31.2495285735,-81.4489751682,2019-06-07,23,6,2019,7,158,June,iNAT,Libellulidae
Dromogomphus spinosus,33.12548308,-84.13958519,2019-06-07,23,6,2019,7,158,June,iNAT,Gomphidae
Plathemis lydia,32.5120114468,-84.9121444361,2019-06-07,23,6,2019,7,158,June,iNAT,Libellulidae
Libellula luctuosa,32.5120114468,-84.9121444361,2019-06-07,23,6,2019,7,158,June,iNAT,Libellulidae
Argia tibialis,34.0416965294,-84.2879900225,2019-06-07,23,6,2019,7,158,June,iNAT,Coenagrionidae
Plathemis lydia,33.50111907,-85.03774935,2019-06-07,23,6,2019,7,158,June,iNAT,Libellulidae
Calopteryx maculata,34.0409853106,-84.2931393185,2019-06-07,23,6,2019,7,158,June,iNAT,Calopterygidae
Plathemis lydia,34.0456609394,-84.2844505901,2019-06-07,23,6,2019,7,158,June,iNAT,Libellulidae
Perithemis tenera,34.0432068769,-84.2823223759,2019-06-07,23,6,2019,7,158,June,iNAT,Libellulidae
Erythemis simplicicollis,31.5203283333,-83.367805,2019-06-06,23,6,2019,6,157,June,iNAT,Libellulidae
Calopteryx maculata,33.8000033333,-84.3131716667,2019-06-06,23,6,2019,6,157,June,iNAT,Calopterygidae
Calopteryx maculata,33.800075,-84.3131716667,2019-06-06,23,6,2019,6,157,June,iNAT,Calopterygidae
Celithemis eponina,31.4026045589,-83.3539757194,2019-06-06,23,6,2019,6,157,June,iNAT,Libellulidae
Pachydiplax longipennis,31.8690667,-81.6089873,2019-06-05,23,6,2019,5,156,June,iNAT,Libellulidae
Libellula vibrans,31.8690667,-81.6089873,2019-06-05,23,6,2019,5,156,June,iNAT,Libellulidae
Erythrodiplax minuscula,31.8690667,-81.6089873,2019-06-05,23,6,2019,5,156,June,iNAT,Libellulidae
Lestes australis,31.8690667,-81.6089873,2019-06-05,23,6,2019,5,156,June,iNAT,Lestidae
Ischnura hastata,31.8690667,-81.6089873,2019-06-05,23,6,2019,5,156,June,iNAT,Coenagrionidae
Plathemis lydia,31.4515417002,-83.5530590186,2019-06-05,23,6,2019,5,156,June,iNAT,Libellulidae
Perithemis tenera,33.2187883333,-84.2776416667,2019-06-05,23,6,2019,5,156,June,iNAT,Libellulidae
Erythemis simplicicollis,31.5753216667,-83.5681133333,2019-06-05,23,6,2019,5,156,June,iNAT,Libellulidae
Libellula luctuosa,33.686924746,-84.2744493484,2019-06-05,23,6,2019,5,156,June,iNAT,Libellulidae
Perithemis tenera,31.4059166667,-83.359925,2019-06-05,23,6,2019,5,156,June,iNAT,Libellulidae
Erythemis simplicicollis,31.1346228269,-83.4016934242,2019-06-04,23,6,2019,4,155,June,iNAT,Libellulidae
Pachydiplax longipennis,32.25710608,-83.61139377,2019-06-04,23,6,2019,4,155,June,iNAT,Libellulidae
Erythemis simplicicollis,31.1112837226,-83.4481292964,2019-06-04,23,6,2019,4,155,June,iNAT,Libellulidae
Argia apicalis,33.8068411283,-84.283053875,2019-06-04,23,6,2019,4,155,June,iNAT,Coenagrionidae
Plathemis lydia,33.6802184324,-84.3321030962,2019-06-04,23,6,2019,4,155,June,iNAT,Libellulidae
Erythemis simplicicollis,33.6789954123,-84.3331848345,2019-06-04,23,6,2019,4,155,June,iNAT,Libellulidae
Argia apicalis,34.8131966667,-84.98178,2019-06-04,23,6,2019,4,155,June,iNAT,Coenagrionidae
Plathemis lydia,33.12604187,-84.13856674,2019-06-04,23,6,2019,4,155,June,iNAT,Libellulidae
Calopteryx maculata,34.7356948853,-85.0405273438,2019-06-04,23,6,2019,4,155,June,iNAT,Calopterygidae
Enallagma aspersum,34.7356567383,-85.040473938,2019-06-04,23,6,2019,4,155,June,iNAT,Coenagrionidae
Libellula incesta,33.4719572,-84.3060449,2019-06-04,23,6,2019,4,155,June,iNAT,Libellulidae
Erythrodiplax minuscula,32.2318116667,-82.39473,2019-06-03,23,6,2019,3,154,June,iNAT,Libellulidae
Pachydiplax longipennis,33.2183833333,-84.2773966667,2019-06-03,23,6,2019,3,154,June,iNAT,Libellulidae
Argia apicalis,34.0865433066,-84.0066688049,2019-06-03,23,6,2019,3,154,June,iNAT,Coenagrionidae
Pachydiplax longipennis,33.94465,-83.3739916667,2019-06-03,23,6,2019,3,154,June,iNAT,Libellulidae
Libellula vibrans,33.4490987097,-84.9657877265,2019-06-03,23,6,2019,3,154,June,iNAT,Libellulidae
Lestes rectangularis,33.4487552354,-84.9654587819,2019-06-03,23,6,2019,3,154,June,iNAT,Lestidae
Gomphurus vastus,33.449194761,-84.9653393392,2019-06-03,23,6,2019,3,154,June,iNAT,Gomphidae
Calopteryx maculata,33.80693828,-84.30172641,2019-06-03,23,6,2019,3,154,June,iNAT,Calopterygidae
Calopteryx maculata,33.4413291654,-84.2272996344,2019-06-03,23,6,2019,3,154,June,iNAT,Calopterygidae
Hagenius brevistylus,33.4448383333,-84.9613366667,2019-06-03,23,6,2019,3,154,June,iNAT,Gomphidae
Erythemis simplicicollis,31.4889562922,-83.5343681878,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Pachydiplax longipennis,31.5942716667,-83.4744416667,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Erythemis simplicicollis,33.8560242036,-83.333584325,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Pachydiplax longipennis,32.6268321222,-83.6353587636,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Argia apicalis,33.4414133099,-84.9559283242,2019-06-02,22,6,2019,2,153,June,iNAT,Coenagrionidae
Pachydiplax longipennis,33.6707382202,-84.4479446411,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Pachydiplax longipennis,33.7423178,-84.1593413,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Perithemis tenera,33.78462,-84.3711866667,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Libellula luctuosa,33.0899903,-83.2454232,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Erythemis simplicicollis,33.0899903,-83.2454232,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Libellula auripennis,30.7803017092,-82.2043013988,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Libellula axilena,31.2562643731,-81.4392467755,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Libellula axilena,30.7551784744,-82.2027017203,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Celithemis fasciata,33.5126441275,-84.7332989334,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Calopteryx maculata,33.5108684465,-84.7367395757,2019-06-02,22,6,2019,2,153,June,iNAT,Calopterygidae
Dromogomphus spinosus,33.93835702,-83.38633324,2019-06-02,22,6,2019,2,153,June,iNAT,Gomphidae
Calopteryx maculata,33.953953705000004,-84.597325623,2019-06-02,22,6,2019,2,153,June,iNAT,Calopterygidae
Calopteryx maculata,33.9540304625,-84.5973521098,2019-06-02,22,6,2019,2,153,June,iNAT,Calopterygidae
Libellula axilena,30.8614837039,-84.0674702081,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Erythemis simplicicollis,30.779118,-82.3031803,2019-06-02,22,6,2019,2,153,June,iNAT,Libellulidae
Celithemis eponina,31.3437475213,-83.6412713682,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Libellula axilena,30.779118,-82.3031803,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Pachydiplax longipennis,30.779118,-82.3031803,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Erythemis simplicicollis,33.061103,-83.226305,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Libellula incesta,33.061103,-83.226305,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Libellula luctuosa,33.7867183333,-84.370805,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Argia fumipennis,34.10601,-84.245477,2019-06-01,22,6,2019,1,152,June,iNAT,Coenagrionidae
Pachydiplax longipennis,33.7895216667,-84.3749633333,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Pachydiplax longipennis,31.4859526245,-83.5329120878,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Celithemis eponina,31.4851393912,-83.5320919209,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Pachydiplax longipennis,33.7130971367,-84.5093071241,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Calopteryx maculata,32.2817582149,-82.2264823255,2019-06-01,22,6,2019,1,152,June,iNAT,Calopterygidae
Perithemis tenera,33.9882466667,-84.32571,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Pachydiplax longipennis,34.8897189168,-84.737149543,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Libellula luctuosa,33.9885466667,-84.32678,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Libellula luctuosa,33.9885016667,-84.3267533333,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Libellula incesta,33.988495,-84.3266766667,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Pachydiplax longipennis,33.9883216667,-84.3256866667,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Progomphus obscurus,33.512736079,-84.7340468947,2019-06-01,22,6,2019,1,152,June,iNAT,Gomphidae
Erythemis simplicicollis,31.9567319754,-81.0244744392,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Celithemis elisa,33.512738366,-84.7328641656,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Perithemis tenera,31.9567319754,-81.0244744392,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Ischnura posita,33.8682899633,-83.6932769408,2019-06-01,22,6,2019,1,152,June,iNAT,Coenagrionidae
Calopteryx maculata,33.9882733333,-84.3271633333,2019-06-01,22,6,2019,1,152,June,iNAT,Calopterygidae
Plathemis lydia,32.7949728067,-84.9081850074,2019-06-01,22,6,2019,1,152,June,iNAT,Libellulidae
Libellula axilena,30.8273116667,-82.3612833333,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Libellula luctuosa,34.3738899231,-85.2936096191,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Pachydiplax longipennis,31.8163014509,-83.3831915259,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Libellula flavida,32.98363213,-83.27789235,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Erythemis simplicicollis,32.2258116667,-82.393555,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Plathemis lydia,34.1413516667,-84.0856616667,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Calopteryx maculata,31.3979253467,-83.359239389,2019-05-31,22,5,2019,31,151,May,iNAT,Calopterygidae
Calopteryx maculata,34.0593214783,-83.9813940976,2019-05-31,22,5,2019,31,151,May,iNAT,Calopterygidae
Erythemis simplicicollis,31.3982732869,-83.3593437011,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Perithemis tenera,31.8903751373,-81.1970825195,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Progomphus obscurus,34.0598546808,-83.9808143788,2019-05-31,22,5,2019,31,151,May,iNAT,Gomphidae
Progomphus obscurus,33.5733680959,-84.7182381052,2019-05-31,22,5,2019,31,151,May,iNAT,Gomphidae
Libellula luctuosa,33.5740678255,-84.7181410053,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Plathemis lydia,33.5728568273,-84.718838897,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Sympetrum ambiguum,33.5728416764,-84.7186902724,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Calopteryx maculata,33.5712941754,-84.7170132869,2019-05-31,22,5,2019,31,151,May,iNAT,Calopterygidae
Gomphurus dilatatus,33.9316062927,-83.3634109497,2019-05-31,22,5,2019,31,151,May,iNAT,Gomphidae
Plathemis lydia,33.5157822,-84.438396,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Libellula vibrans,32.8425302762,-83.603793752,2019-05-31,22,5,2019,31,151,May,iNAT,Libellulidae
Libellula vibrans,32.2423883333,-81.62953,2019-05-30,22,5,2019,30,150,May,iNAT,Libellulidae
Erythemis simplicicollis,33.9733627018,-83.7311176592,2019-05-30,22,5,2019,30,150,May,iNAT,Libellulidae
Calopteryx maculata,31.8185338882,-83.3834449947,2019-05-30,22,5,2019,30,150,May,iNAT,Calopterygidae
Erythemis simplicicollis,31.8192894175,-83.3836407959,2019-05-30,22,5,2019,30,150,May,iNAT,Libellulidae
Celithemis eponina,31.4855950223,-83.5318509489,2019-05-30,22,5,2019,30,150,May,iNAT,Libellulidae
Epiaeschna heros,33.976771175,-84.4250761718,2019-05-30,22,5,2019,30,150,May,iNAT,Aeshnidae
Celithemis fasciata,33.6017926755,-83.298351072,2019-05-30,22,5,2019,30,150,May,iNAT,Libellulidae
Celithemis eponina,31.4862466667,-83.5330583333,2019-05-30,22,5,2019,30,150,May,iNAT,Libellulidae
Hagenius brevistylus,33.9108883333,-83.3591383333,2019-05-30,22,5,2019,30,150,May,iNAT,Gomphidae
Ischnura hastata,30.6445287,-83.24965615,2019-05-30,22,5,2019,30,150,May,iNAT,Coenagrionidae
Epitheca princeps,33.4365822841,-85.2531853226,2019-05-30,22,5,2019,30,150,May,iNAT,Corduliidae
Erythemis simplicicollis,33.970892747,-83.7296168962,2019-05-30,22,5,2019,30,150,May,iNAT,Libellulidae
Erythemis simplicicollis,33.9731111611,-83.7309952106,2019-05-30,22,5,2019,30,150,May,iNAT,Libellulidae
Argia fumipennis,33.791655,-84.3710616667,2019-05-29,22,5,2019,29,149,May,iNAT,Coenagrionidae
Libellula cyanea,33.4716341516,-84.305562973,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Erythemis simplicicollis,33.4716341516,-84.305562973,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Libellula incesta,33.4716341516,-84.305562973,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Pachydiplax longipennis,33.4716341516,-84.305562973,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Libellula axilena,31.59428604,-83.47461365,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Anax longipes,30.8066118803,-84.8766485925,2019-05-29,22,5,2019,29,149,May,iNAT,Aeshnidae
Tramea carolina,30.8066118803,-84.8766485925,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Pachydiplax longipennis,30.8066118803,-84.8766485925,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Erythrodiplax minuscula,30.8066118803,-84.8766485925,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Celithemis eponina,30.8066118803,-84.8766485925,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Perithemis tenera,30.8066118803,-84.8766485925,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Enallagma aspersum,33.6689518579,-83.293575409,2019-05-29,22,5,2019,29,149,May,iNAT,Coenagrionidae
Libellula incesta,30.817941886,-84.7400870283,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Libellula needhami,30.605861461700002,-84.6901325665,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Erythemis simplicicollis,30.785495251,-84.7433275956,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Ischnura ramburii,30.785495251,-84.7433275956,2019-05-29,22,5,2019,29,149,May,iNAT,Coenagrionidae
Libellula needhami,30.6561478115,-84.7402874164,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Celithemis eponina,30.8462143316,-84.6616851963,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Orthemis ferruginea,30.8746409916,-84.642078954,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Plathemis lydia,30.8746409916,-84.642078954,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Miathyria marcella,30.8746409916,-84.642078954,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Celithemis eponina,30.8746409916,-84.642078954,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Erythemis simplicicollis,30.8746409916,-84.642078954,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Pachydiplax longipennis,30.8746409916,-84.642078954,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Argia tibialis,34.0593925854,-83.9843981717,2019-05-29,22,5,2019,29,149,May,iNAT,Coenagrionidae
Erythemis simplicicollis,31.486337352,-83.5329333073,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Libellula vibrans,33.3432038,-84.5157187,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Tramea carolina,33.4784534441,-84.2999410629,2019-05-29,22,5,2019,29,149,May,iNAT,Libellulidae
Enallagma divagans,34.2367621,-84.4907621,2019-05-29,22,5,2019,29,149,May,iNAT,Coenagrionidae
Plathemis lydia,33.7423178,-84.1593413,2019-05-28,22,5,2019,28,148,May,iNAT,Libellulidae
Ophiogomphus edmundo,34.8649601044,-83.3062525222,2019-05-28,22,5,2019,28,148,May,iNAT,Gomphidae
Tramea carolina,31.4793528892,-83.526672966,2019-05-28,22,5,2019,28,148,May,iNAT,Libellulidae
Progomphus obscurus,34.8607772609,-83.2470526793,2019-05-28,22,5,2019,28,148,May,iNAT,Gomphidae
Hylogomphus parvidens,34.9219651429,-83.3442491217,2019-05-28,22,5,2019,28,148,May,iNAT,Gomphidae
Tachopteryx thoreyi,34.8609166667,-83.2472133333,2019-05-28,22,5,2019,28,148,May,iNAT,Petaluridae
Libellula cyanea,33.5733310903,-84.7182450257,2019-05-28,22,5,2019,28,148,May,iNAT,Libellulidae
Erythrodiplax minuscula,31.4359333333,-81.2369833333,2019-05-28,22,5,2019,28,148,May,iNAT,Libellulidae
Pachydiplax longipennis,33.4413826838,-84.2272958626,2019-05-28,22,5,2019,28,148,May,iNAT,Libellulidae
Perithemis tenera,31.39799,-81.278691,2019-05-28,22,5,2019,28,148,May,iNAT,Libellulidae
Pachydiplax longipennis,32.2066083333,-82.3971466667,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Erythrodiplax minuscula,31.4366694444,-81.2752305556,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Ischnura ramburii,31.4366194444,-81.2752305556,2019-05-27,22,5,2019,27,147,May,iNAT,Coenagrionidae
Calopteryx angustipennis,34.8471727427,-83.2558243422,2019-05-27,22,5,2019,27,147,May,iNAT,Calopterygidae
Pachydiplax longipennis,31.4356,-81.2752216667,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Erythrodiplax berenice,31.4356616667,-81.2752216667,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Pachydiplax longipennis,31.435525,-81.2752694444,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Tramea carolina,31.43635,-81.2761916667,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Ischnura ramburii,31.4367333333,-81.2753833333,2019-05-27,22,5,2019,27,147,May,iNAT,Coenagrionidae
Ischnura ramburii,31.4356472222,-81.2751694444,2019-05-27,22,5,2019,27,147,May,iNAT,Coenagrionidae
Brachymesia gravida,31.3986103817,-81.2795726956,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Pachydiplax longipennis,31.3985310835,-81.2795369118,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Plathemis lydia,33.219005,-84.2779166667,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Erythemis simplicicollis,33.218505,-84.2773966667,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Ischnura ramburii,31.43597,-81.274995,2019-05-27,22,5,2019,27,147,May,iNAT,Coenagrionidae
Libellula needhami,31.4626807018,-81.2563023311,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Erythemis simplicicollis,31.4357916667,-81.2748944444,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Erythrodiplax berenice,31.4357694444,-81.2748416667,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Orthemis ferruginea,31.4368533333,-81.274925,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Orthemis ferruginea,31.4367583333,-81.2751,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Ischnura ramburii,31.436825,-81.2751216667,2019-05-27,22,5,2019,27,147,May,iNAT,Coenagrionidae
Erythrodiplax berenice,31.4368333333,-81.2751383333,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Erythrodiplax berenice,31.4368383333,-81.2751533333,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Pachydiplax longipennis,33.7510414124,-84.6339187622,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
Erythemis simplicicollis,31.5026333333,-81.2542583333,2019-05-27,22,5,2019,27,147,May,iNAT,Libellulidae
